,geometry,site_name,water_pixels_orig,inundated_vegetation_orig,total_pixels_orig,water_pixels_crop,inundated_vegetation_crop,total_pixels_crop,percent_water_orig,percent_inundated_vegetation_orig,percent_water_crop,percent_inundated_vegetation_crop,percent_total_water_orig,percent_total_water_crop
76,"POLYGON ((16.30601874780265 8.960510013318808, 16.305857699347 8.915296231624128, 16.260389582361615 8.915453180500387, 16.260545027022303 8.96066777074217, 16.30601874780265 8.960510013318808))",2_4,0.0,0.0,1252152,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
77,"POLYGON ((21.173809918859874 3.5602918103590677, 21.173801492201285 3.515057180945862, 21.12878378766118 3.515064504226826, 21.128790031681294 3.560299228113827, 21.173809918859874 3.5602918103590677))",2_31,0.0,0.0,1247653,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
78,"POLYGON ((-47.44537925312888 -3.5048897385211757, -47.445497438542986 -3.5500831166455984, -47.49047494775627 -3.549962504219791, -47.49035459410818 -3.504770665226599, -47.44537925312888 -3.5048897385211757))",2_25,264.0,0.0,1252152,149.0,0.0,250000,0.02108370229812355,0.0,0.05959999999999999,0.0,0.02108370229812355,0.05959999999999999
79,"POLYGON ((32.80016340893152 -3.8750179252477297, 32.80015273122086 -3.920252117899685, 32.75511465746846 -3.9202401155478563, 32.75512774148113 -3.8750060617948248, 32.80016340893152 -3.8750179252477297))",1_7,29.0,0.0,1249875,29.0,0.0,250000,0.0023202320232023205,0.0,0.0116,0.0,0.0023202320232023205,0.0116
80,"POLYGON ((-80.59885006291809 -4.3597993757892946, -80.59882595294202 -4.405032175833265, -80.64389093670712 -4.405055135529413, -80.6439123384916 -4.359822098844558, -80.59885006291809 -4.3597993757892946))",1_16,0.0,0.0,1247640,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
81,"POLYGON ((18.311118343367255 -8.859353866238195, 18.31078893017854 -8.904529486596221, 18.265361957678525 -8.904198270239648, 18.265696918648313 -8.859024356343914, 18.311118343367255 -8.859353866238195))",1_3,0.0,0.0,1254399,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
82,"POLYGON ((28.391175722713363 -9.274706444943197, 28.39135430985905 -9.319917740370624, 28.34583654761938 -9.320092670184671, 28.345663798531163 -9.274880511707746, 28.391175722713363 -9.274706444943197))",4_37,635483.0,94239.0,1248716,250000.0,0.0,250000,50.89091514804006,7.546872147069469,100.0,0.0,58.43778729510953,100.0
83,"POLYGON ((-36.04184770848657 -10.119733136938661, -36.04143289714068 -10.164894971109975, -36.087018147877245 -10.165303738055375, -36.087426590069455 -10.120140050837952, -36.04184770848657 -10.119733136938661))",4_45,1125890.0,35.0,1251905,250000.0,0.0,250000,89.934140370076,0.0027957392933169846,100.0,0.0,89.93693610936931,100.0
84,"POLYGON ((-56.82720041816528 -10.52497953888181, -56.82717518622134 -10.57020068028408, -56.8728792657732 -10.570222393639266, -56.87289782509983 -10.525001157298034, -56.82720041816528 -10.52497953888181))",2_39,196.0,0.0,1248764,123.0,0.0,250000,0.015695519729908933,0.0,0.0492,0.0,0.015695519729908933,0.0492
85,"POLYGON ((-64.8723061100079 -11.199363498282201, -64.8725973690301 -11.244558568161182, -64.91837946907731 -11.244266914546134, -64.91808109974068 -11.199073046194608, -64.8723061100079 -11.199363498282201))",3_8,9000.0,0.0,1252160,2838.0,0.0,250000,0.7187579861998467,0.0,1.1352,0.0,0.7187579861998467,1.1352
86,"POLYGON ((-56.769752532191774 -11.975023306467975, -56.769714161180175 -12.020239880743635, -56.81564822711319 -12.020273954207658, -56.8156789445529 -11.975057248086165, -56.769752532191774 -11.975023306467975))",1_8,189.0,0.0,1249875,68.0,0.0,250500,0.01512151215121512,0.0,0.02714570858283433,0.0,0.01512151215121512,0.02714570858283433
87,"POLYGON ((33.17992370552071 -13.054975750689772, 33.179956480495704 -13.100188840228817, 33.13383021196818 -13.100216901787492, 33.133805837771 -13.055003712087833, 33.17992370552071 -13.054975750689772))",2_34,3262.0,0.0,1249875,3262.0,0.0,250000,0.260986098609861,0.0,1.3048,0.0,0.260986098609861,1.3048
88,"POLYGON ((-70.9639358360991 -14.619275608209135, -70.96433810800691 -14.66445643788271, -71.01074673959178 -14.664059516953941, -71.01033497920184 -14.618879962958964, -70.9639358360991 -14.619275608209135))",2_17,212.0,0.0,1252152,207.0,0.0,250000,0.01693085184546285,0.0,0.0828,0.0,0.01693085184546285,0.0828
89,"POLYGON ((-60.54990326650706 -14.80032456623718, -60.54939498170952 -14.845489828961801, -60.59582827793532 -14.845980398975248, -60.59632695474292 -14.800813577686867, -60.54990326650706 -14.80032456623718))",2_1,0.0,0.0,1250736,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
90,"POLYGON ((-68.30276290248386 -16.474820577158138, -68.30260098787137 -16.520017153511496, -68.34945350480487 -16.520168336336273, -68.34960454363963 -16.474971323490962, -68.30276290248386 -16.474820577158138))",2_41,3401.0,0.0,1248734,3277.0,0.0,250000,0.2723558419967743,0.0,1.3108,0.0,0.2723558419967743,1.3108
91,"POLYGON ((139.58502524777788 -16.959314790586753, 139.5846864570945 -17.004498752033744, 139.53772687912138 -17.004166865021453, 139.5380769011506 -16.958983837271976, 139.58502524777788 -16.959314790586753))",4_42,1195824.0,0.0,1249915,250000.0,0.0,250000,95.67242572494929,0.0,100.0,0.0,95.67242572494929,100.0
92,"POLYGON ((134.67774575405903 -17.499630704381218, 134.67766597705088 -17.54482538419641, 134.63055521664495 -17.544743136783254, 134.63064665286458 -17.499548682127124, 134.67774575405903 -17.499630704381218))",1_9,0.0,0.0,1247685,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
93,"POLYGON ((-49.00937740705063 -18.63417944620348, -49.00885052186809 -18.679342110998416, -49.056238387767294 -18.67983900565593, -49.05675275295227 -18.63467505344089, -49.00937740705063 -18.63417944620348))",2_13,2680.0,0.0,1251872,1871.0,0.0,250000,0.21407939469849954,0.0,0.7484000000000001,0.0,0.21407939469849954,0.7484000000000001
94,"POLYGON ((47.95199977348813 -18.60223562586153, 47.9527794972914 -18.647365562459687, 47.905434650421284 -18.648103941104043, 47.9046673854777 -18.60297208998554, 47.95199977348813 -18.60223562586153))",2_19,400.0,1164.0,1298448,242.0,258.0,250000,0.030806008403879093,0.08964548445528817,0.0968,0.10319999999999999,0.12045149285916726,0.19999999999999998
95,"POLYGON ((127.60473997091934 -20.379245259441593, 127.60433313982857 -20.424413168084957, 127.55641946685364 -20.424022551136357, 127.55684025295955 -20.378855581126324, 127.60473997091934 -20.379245259441593))",1_39,128.0,0.0,1248776,128.0,0.0,250000,0.010250036836069879,0.0,0.051199999999999996,0.0,0.010250036836069879,0.051199999999999996
96,"POLYGON ((-63.428551976813345 -21.662360459475167, -63.42868557884141 -21.707533752495824, -63.47702537246386 -21.707401692302902, -63.47687670641589 -21.662228701220968, -63.428551976813345 -21.662360459475167))",2_40,808.0,0.0,1246572,807.0,0.0,250000,0.06481775621464304,0.0,0.3228,0.0,0.06481775621464304,0.3228
97,"POLYGON ((118.47498150087013 -23.62024905380209, 118.4754876579791 -23.665397545705073, 118.42647045703174 -23.665856590445028, 118.42598110084617 -23.620707118527076, 118.47498150087013 -23.62024905380209))",1_1,0.0,0.0,1248596,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
98,"POLYGON ((23.682693573795465 -25.060824071538562, 23.683677592134064 -25.10592929651924, 23.634139197947714 -25.1068180969675, 23.633173292073675 -25.061711058698226, 23.682693573795465 -25.060824071538562))",1_35,0.0,0.0,1251536,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
99,"POLYGON ((118.4972536747153 -25.420343858587785, 118.49781200430974 -25.465481123527837, 118.44809014011925 -25.465980169745873, 118.4475503289688 -25.42084189650569, 118.4972536747153 -25.420343858587785))",1_17,0.0,0.0,1249668,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
100,"POLYGON ((-69.21409673824148 -27.455446562570618, -69.21418401679148 -27.500586141012146, -69.26480513953729 -27.5004990156765, -69.26469723375037 -27.455359604000467, -69.21409673824148 -27.455446562570618))",4_28,18257.0,10097.0,1248806,15325.0,10097.0,250000,1.461956460811367,0.8085323100625718,6.13,4.0388,2.2704887708739387,10.168800000000001
101,"POLYGON ((150.93324854804993 -27.996427740139517, 150.93238668945347 -28.041534609240536, 150.8815483839025 -28.040759650687228, 150.8824313956557 -27.99565424457004, 150.93324854804993 -27.996427740139517))",1_11,1212.0,0.0,1250770,857.0,0.0,250000,0.0969003094094038,0.0,0.3428,0.0,0.0969003094094038,0.3428
102,"POLYGON ((142.04877140933863 -28.480211767148035, 142.04921776647237 -28.52533733915033, 141.99812283839807 -28.52572239891035, 141.99769820900022 -28.48059610781987, 142.04877140933863 -28.480211767148035))",1_30,180.0,0.0,1248650,63.0,0.0,250000,0.014415568814319464,0.0,0.0252,0.0,0.014415568814319464,0.0252
103,"POLYGON ((126.02993954624407 -28.83468893663728, 126.03124762639138 -28.879756370520173, 125.98004265464328 -28.880899302998113, 125.9787565906828 -28.835829754424562, 126.02993954624407 -28.83468893663728))",1_26,4.0,342.0,1380049,1.0,6.0,250000,0.0002898447808737226,0.024781728764703283,0.00039999999999999996,0.0024000000000000002,0.025071573545577007,0.0028000000000000004
104,"POLYGON ((138.62205528102427 -29.738590491565613, 138.6209898751904 -29.783676156563853, 138.5693061012122 -29.782735645832958, 138.5703945979502 -29.737651688186585, 138.62205528102427 -29.738590491565613))",1_34,0.0,0.0,1250622,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
105,"POLYGON ((138.25424206763142 -30.27840243895707, 138.25298497224236 -30.323471403153544, 138.20103531204714 -30.322369312668933, 138.20231610582573 -30.277302326619008, 138.25424206763142 -30.27840243895707))",1_37,0.0,0.0,1249299,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
106,"POLYGON ((131.97432261814652 -30.818017768407387, 131.97290739828918 -30.86307185448831, 131.92068219195548 -30.861839116916226, 131.9221217347932 -30.816787219690305, 131.97432261814652 -30.818017768407387))",1_18,1179.0,0.0,1385636,0.0,0.0,250000,0.0850872812195988,0.0,0.0,0.0,0.0850872812195988,0.0
107,"POLYGON ((-56.2226623942624 -31.35988029866469, -56.222290796916425 -31.40498957257963, -56.274884579981965 -31.40529786115598, -56.27523105304231 -31.360188044649856, -56.2226623942624 -31.35988029866469))",1_5,47.0,0.0,1250952,34.0,0.0,250000,0.003757138563270213,0.0,0.0136,0.0,0.003757138563270213,0.0136
108,"POLYGON ((18.548626127768667 -33.00216138557706, 18.547377785616092 -33.04722166650418, 18.493875744966655 -33.04615769534337, 18.495151250026222 -33.001099233773196, 18.548626127768667 -33.00216138557706))",2_33,4.0,0.0,1249248,4.0,0.0,250000,0.00032019262788493557,0.0,0.0015999999999999999,0.0,0.00032019262788493557,0.0015999999999999999
109,"POLYGON ((-64.14606000503068 -33.15933769078899, -64.14664727172666 -33.20442920795435, -64.20028400651199 -33.20392340558109, -64.1996692849382 -33.158832751812874, -64.14606000503068 -33.15933769078899))",3_4,18381.0,0.0,1248674,9007.0,0.0,250000,1.4720415416674009,0.0,3.6028,0.0,1.4720415416674009,3.6028
110,"POLYGON ((-66.31441097590384 -34.60118085190176, -66.31295846022998 -34.646221151243445, -66.3674596327874 -34.64741072604659, -66.36888277090196 -34.60236844005478, -66.31441097590384 -34.60118085190176))",1_19,0.0,0.0,1249083,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
111,"POLYGON ((117.15224766424728 -34.77963419450728, 117.152330587366 -34.82472271340759, 117.09765351040141 -34.824778884560814, 117.0976003513069 -34.779690271974516, 117.15224766424728 -34.77963419450728))",2_14,321.0,0.0,1248804,284.0,0.0,250000,0.025704594155688164,0.0,0.1136,0.0,0.025704594155688164,0.1136
112,"POLYGON ((148.37234427969122 -36.27438592418438, 148.37313399902794 -36.319450431381334, 148.31744677032808 -36.3200772575056, 148.31668905489394 -36.27501172410826, 148.37234427969122 -36.27438592418438))",2_30,5922.0,0.0,1249668,5021.0,0.0,250000,0.4738858640855011,0.0,2.0084,0.0,0.4738858640855011,2.0084
113,"POLYGON ((-71.09751550169521 -38.018428984926764, -71.09880105064653 -38.06346288034742, -71.15575976332676 -38.062431580326745, -71.15443939120436 -38.01739934320675, -71.09751550169521 -38.018428984926764))",2_29,0.0,0.0,1250392,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
114,"POLYGON ((-69.75666366989955 -46.65908590571964, -69.7572920996051 -46.70407830729878, -69.82269269245151 -46.70362677858023, -69.82201000516245 -46.658635082051646, -69.75666366989955 -46.65908590571964))",2_37,0.0,0.0,1249728,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
115,"POLYGON ((-70.73051651751706 -52.10436033355059, -70.73225849851404 -52.149293610273375, -70.80529873023758 -52.148197995773025, -70.80348339419973 -52.10326647941253, -70.73051651751706 -52.10436033355059))",2_8,21.0,0.0,1248900,21.0,0.0,250000,0.0016814797021378813,0.0,0.0084,0.0,0.0016814797021378813,0.0084
116,"POLYGON ((-110.73309596839377 61.824214294359756, -110.73348507091428 61.779330576064034, -110.82826106857856 61.77948183076716, -110.8280103335964 61.82436583252547, -110.73309596839377 61.824214294359756))",4_7,312854.0,7238.0,1249755,75703.0,526.0,250000,25.03322651239643,0.5791535140887614,30.281200000000002,0.2104,25.61238002648519,30.491600000000002
117,"POLYGON ((-161.1812838653513 60.207399609472574, -161.17830899035525 60.1625370618665, -161.26832292486873 60.16102626494883, -161.27142047776806 60.2058860817577, -161.1812838653513 60.207399609472574))",3_43,4066.0,1059778.0,1250112,2858.0,157054.0,250000,0.3252508575231659,84.77464419188041,1.1432,62.8216,85.09989504940359,63.9648
118,"POLYGON ((-52.89220556578132 48.68561482985334, -52.89052285452637 48.64065864211983, -52.958356530558646 48.63952488017096, -52.9600995264531 48.68447928458135, -52.89220556578132 48.68561482985334))",4_6,230536.0,0.0,1248300,161132.0,0.0,250000,18.46799647520628,0.0,64.4528,0.0,18.46799647520628,64.4528
119,"POLYGON ((26.24858972061346 42.97998748400559, 26.249137354003604 42.93496557163493, 26.18786445421592 42.93454725227932, 26.187272143644922 42.979568509456314, 26.24858972061346 42.97998748400559))",1_4,0.0,0.0,1249875,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
120,"POLYGON ((73.64960593877223 42.79960888513032, 73.65058387216978 42.75459419313354, 73.58950118326737 42.75385806208127, 73.58847901776151 42.798871600752584, 73.64960593877223 42.79960888513032))",3_29,333.0,0.0,1248596,317.0,0.0,250000,0.026669955694235765,0.0,0.1268,0.0,0.026669955694235765,0.1268
121,"POLYGON ((113.88105793092723 33.057874870259255, 113.87959109458659 33.012830402339034, 113.82612542594475 33.01405343869251, 113.8275651166952 33.0591000005158, 113.88105793092723 33.057874870259255))",3_9,16486.0,0.0,1250172,8906.0,0.0,250000,1.3186985470799217,0.0,3.5624000000000002,0.0,1.3186985470799217,3.5624000000000002
122,"POLYGON ((91.48573832114252 25.114579682559185, 91.48629390639333 25.06944061499053, 91.43673481755042 25.068926930232795, 91.43616106009055 25.11406494715311, 91.48573832114252 25.114579682559185))",4_31,97812.0,0.0,1249699,52412.0,0.0,250000,7.826844704204773,0.0,20.9648,0.0,7.826844704204773,20.9648
123,"POLYGON ((-6.607665705996705 14.900933697443737, -6.608163852687216 14.85576669847351, -6.654601348827172 14.856245721037743, -6.654112851815397 14.901414241597578, -6.607665705996705 14.900933697443737))",1_32,0.0,0.0,1252112,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
124,"POLYGON ((11.202835128413534 14.000794581464277, 11.202405328327448 13.955618117344809, 11.156147589708816 13.956032739817896, 11.15656837982231 14.001210598943436, 11.202835128413534 14.000794581464277))",1_43,0.0,0.0,1251022,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
125,"POLYGON ((13.969652522982788 12.740233177069438, 13.969834828908224 12.695025975609388, 13.923790389043347 12.69484333951977, 13.923599938493203 12.740049869538593, 13.969652522982788 12.740233177069438))",4_36,38088.0,175536.0,1249803,38088.0,17666.0,250000,3.0475202891975774,14.045093506736661,15.235199999999999,7.066400000000001,17.092613795934238,22.3016
126,"POLYGON ((13.113954300476298 11.479936457234592, 13.114253966748727 11.434742455991918, 13.06844192988024 11.434443879980456, 13.068134994465538 11.479636670262488, 13.113954300476298 11.479936457234592))",1_25,0.0,0.0,1248650,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
127,"POLYGON ((114.1608852417369 -4.179472780801412, 114.16072171722233 -4.2246510143948415, 114.11572294466308 -4.2244846469323045, 114.11588905213016 -4.179308198572109, 114.1608852417369 -4.179472780801412))",4_23,0.0,0.0,1255514,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
128,"POLYGON ((33.663829904058076 -16.239718898530953, 33.66398174161961 -16.284916797937882, 33.61718511994211 -16.285058505299897, 33.617043981988544 -16.23986019148167, 33.663829904058076 -16.239718898530953))",4_3,15286.0,1016.0,1247625,15286.0,1016.0,250000,1.225207895000501,0.08143472597936079,6.1144,0.4064,1.3066426209798618,6.5207999999999995
129,"POLYGON ((30.73597494484065 -26.90458217586992, 30.73507377444951 -26.94969021643548, 30.684741247932305 -26.948872691492834, 30.685662401545915 -26.903766236485858, 30.73597494484065 -26.90458217586992))",2_5,851.0,0.0,1250736,347.0,0.0,250000,0.06803993808445587,0.0,0.13879999999999998,0.0,0.06803993808445587,0.13879999999999998
130,"POLYGON ((17.27612201227247 -29.9208257946175, 17.277149355396354 -29.965913485054056, 17.225365403602588 -29.96679884686083, 17.22436137544668 -29.921709555103046, 17.27612201227247 -29.9208257946175))",1_31,0.0,0.0,1248254,0.0,0.0,250000,0.0,0.0,0.0,0.0,0.0,0.0
