,geometry,centerLat,centerLon,stopTime,fileID,flightDirection,pathNumber,processingLevel,url,startTime,sceneName,browse,platform,bytes,md5sum,frameNumber,granuleType,orbit,polarization,processingDate,sensor,groupID,pgeVersion,fileName,beamModeType,date_str,mgrs_tile_id,acq_dt,acq_date
57,"POLYGON ((-82.507927 27.800348, -82.151672 26.166914, -79.640167 26.582611, -79.957649 28.213209, -82.507927 27.800348))",27.1965,-81.0666,2023-04-24T23:29:09.793Z,S1A_IW_SLC__1SDV_20230424T232842_20230424T232909_048245_05CD1E_6DB1-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230424T232842_20230424T232909_048245_05CD1E_6DB1.zip,2023-04-24 23:28:42.717000+00:00,S1A_IW_SLC__1SDV_20230424T232842_20230424T232909_048245_05CD1E_6DB1,,Sentinel-1A,4471599516,ed9452484e32c6b25c5d4221d2c017b6,84,SENTINEL_1A_FRAME,48245,VV+VH,2023-04-24T23:28:42.717Z,C-SAR,S1A_IWDV_0083_0090_048245_048,003.61,S1A_IW_SLC__1SDV_20230424T232842_20230424T232909_048245_05CD1E_6DB1.zip,IW,2023-04-24,17RMJ,2023-04-24 23:28:42.717000+00:00,2023-04-24
58,"POLYGON ((-82.18103 26.302101, -81.817505 24.616821, -79.33979 25.035379, -79.666397 26.717566, -82.18103 26.302101))",25.6733,-80.7533,2023-04-24T23:28:44.958Z,S1A_IW_SLC__1SDV_20230424T232817_20230424T232844_048245_05CD1E_9348-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230424T232817_20230424T232844_048245_05CD1E_9348.zip,2023-04-24 23:28:17.033000+00:00,S1A_IW_SLC__1SDV_20230424T232817_20230424T232844_048245_05CD1E_9348,,Sentinel-1A,4249878903,5e8b312f992ffb51f63bae1239cf9fc1,79,SENTINEL_1A_FRAME,48245,VV+VH,2023-04-24T23:28:17.033Z,C-SAR,S1A_IWDV_0078_0085_048245_048,003.61,S1A_IW_SLC__1SDV_20230424T232817_20230424T232844_048245_05CD1E_9348.zip,IW,2023-04-24,17RMJ,2023-04-24 23:28:17.033000+00:00,2023-04-24
61,"POLYGON ((-82.509277 27.799471, -82.153175 26.166803, -79.641266 26.582596, -79.958603 28.212429, -82.509277 27.799471))",27.1961,-81.0679,2023-04-12T23:29:09.430Z,S1A_IW_SLC__1SDV_20230412T232842_20230412T232909_048070_05C746_8554-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230412T232842_20230412T232909_048070_05C746_8554.zip,2023-04-12 23:28:42.366000+00:00,S1A_IW_SLC__1SDV_20230412T232842_20230412T232909_048070_05C746_8554,,Sentinel-1A,4537984644,1e33c0e587caba5906e8a51b72a42db5,84,SENTINEL_1A_FRAME,48070,VV+VH,2023-04-12T23:28:42.366Z,C-SAR,S1A_IWDV_0083_0090_048070_048,003.61,S1A_IW_SLC__1SDV_20230412T232842_20230412T232909_048070_05C746_8554.zip,IW,2023-04-12,17RMJ,2023-04-12 23:28:42.366000+00:00,2023-04-12
62,"POLYGON ((-82.18248 26.301743, -81.819 24.616735, -79.340912 25.035383, -79.667473 26.717297, -82.18248 26.301743))",25.6732,-80.7546,2023-04-12T23:28:44.603Z,S1A_IW_SLC__1SDV_20230412T232816_20230412T232844_048070_05C746_B558-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230412T232816_20230412T232844_048070_05C746_B558.zip,2023-04-12 23:28:16.682000+00:00,S1A_IW_SLC__1SDV_20230412T232816_20230412T232844_048070_05C746_B558,,Sentinel-1A,4418662520,6c18fba49de5fed3253f2d33ccd44144,79,SENTINEL_1A_FRAME,48070,VV+VH,2023-04-12T23:28:16.682Z,C-SAR,S1A_IWDV_0078_0085_048070_048,003.61,S1A_IW_SLC__1SDV_20230412T232816_20230412T232844_048070_05C746_B558.zip,IW,2023-04-12,17RMJ,2023-04-12 23:28:16.682000+00:00,2023-04-12
65,"POLYGON ((-82.508659 27.800112, -82.152473 26.167065, -79.640717 26.582821, -79.958138 28.213032, -82.508659 27.800112))",27.1965,-81.0673,2023-03-31T23:29:09.059Z,S1A_IW_SLC__1SDV_20230331T232841_20230331T232909_047895_05C150_C325-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230331T232841_20230331T232909_047895_05C150_C325.zip,2023-03-31 23:28:41.989000+00:00,S1A_IW_SLC__1SDV_20230331T232841_20230331T232909_047895_05C150_C325,,Sentinel-1A,4390222090,741708b3e8902a8d32c177887c3b5465,84,SENTINEL_1A_FRAME,47895,VV+VH,2023-03-31T23:28:41.989Z,C-SAR,S1A_IWDV_0083_0090_047895_048,003.61,S1A_IW_SLC__1SDV_20230331T232841_20230331T232909_047895_05C150_C325.zip,IW,2023-03-31,17RMJ,2023-03-31 23:28:41.989000+00:00,2023-03-31
66,"POLYGON ((-82.181801 26.302128, -81.818398 24.617485, -79.340454 25.036095, -79.666954 26.717646, -82.181801 26.302128))",25.6737,-80.754,2023-03-31T23:28:44.228Z,S1A_IW_SLC__1SDV_20230331T232816_20230331T232844_047895_05C150_A6E6-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230331T232816_20230331T232844_047895_05C150_A6E6.zip,2023-03-31 23:28:16.313000+00:00,S1A_IW_SLC__1SDV_20230331T232816_20230331T232844_047895_05C150_A6E6,,Sentinel-1A,4412725031,24244de40533a828753bf7ab1788f296,79,SENTINEL_1A_FRAME,47895,VV+VH,2023-03-31T23:28:16.313Z,C-SAR,S1A_IWDV_0078_0085_047895_048,003.61,S1A_IW_SLC__1SDV_20230331T232816_20230331T232844_047895_05C150_A6E6.zip,IW,2023-03-31,17RMJ,2023-03-31 23:28:16.313000+00:00,2023-03-31
69,"POLYGON ((-82.508072 27.800091, -82.152008 26.167543, -79.64019 26.583282, -79.957497 28.212996, -82.508072 27.800091))",27.1967,-81.0667,2023-03-19T23:29:08.623Z,S1A_IW_SLC__1SDV_20230319T232841_20230319T232908_047720_05BB74_9C8E-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230319T232841_20230319T232908_047720_05BB74_9C8E.zip,2023-03-19 23:28:41.561000+00:00,S1A_IW_SLC__1SDV_20230319T232841_20230319T232908_047720_05BB74_9C8E,,Sentinel-1A,4390983104,784d1effbfa95ff0f747da2d097ba455,84,SENTINEL_1A_FRAME,47720,VV+VH,2023-03-19T23:28:41.561Z,C-SAR,S1A_IWDV_0083_0090_047720_048,003.52,S1A_IW_SLC__1SDV_20230319T232841_20230319T232908_047720_05BB74_9C8E.zip,IW,2023-03-19,17RMJ,2023-03-19 23:28:41.561000+00:00,2023-03-19
70,"POLYGON ((-82.181305 26.302483, -81.817917 24.617842, -79.33992 25.036434, -79.666397 26.717983, -82.181305 26.302483))",25.6741,-80.7535,2023-03-19T23:28:43.798Z,S1A_IW_SLC__1SDV_20230319T232815_20230319T232843_047720_05BB74_7BFA-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230319T232815_20230319T232843_047720_05BB74_7BFA.zip,2023-03-19 23:28:15.883000+00:00,S1A_IW_SLC__1SDV_20230319T232815_20230319T232843_047720_05BB74_7BFA,,Sentinel-1A,4385287767,07cfc7dad26802d09e512e247df7f1d2,79,SENTINEL_1A_FRAME,47720,VV+VH,2023-03-19T23:28:15.883Z,C-SAR,S1A_IWDV_0078_0085_047720_048,003.52,S1A_IW_SLC__1SDV_20230319T232815_20230319T232843_047720_05BB74_7BFA.zip,IW,2023-03-19,17RMJ,2023-03-19 23:28:15.883000+00:00,2023-03-19
73,"POLYGON ((-82.508141 27.800589, -82.151993 26.167673, -79.64019 26.583408, -79.957573 28.21349, -82.508141 27.800589))",27.197,-81.0668,2023-03-07T23:29:08.432Z,S1A_IW_SLC__1SDV_20230307T232841_20230307T232908_047545_05B58A_7DF2-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230307T232841_20230307T232908_047545_05B58A_7DF2.zip,2023-03-07 23:28:41.364000+00:00,S1A_IW_SLC__1SDV_20230307T232841_20230307T232908_047545_05B58A_7DF2,,Sentinel-1A,4371056770,88267f43670a30fd500bff1ad0c26716,84,SENTINEL_1A_FRAME,47545,VV+VH,2023-03-07T23:28:41.364Z,C-SAR,S1A_IWDV_0083_0090_047545_048,003.52,S1A_IW_SLC__1SDV_20230307T232841_20230307T232908_047545_05B58A_7DF2.zip,IW,2023-03-07,17RMJ,2023-03-07 23:28:41.364000+00:00,2023-03-07
74,"POLYGON ((-82.181351 26.302858, -81.817635 24.616734, -79.339684 25.035324, -79.666443 26.718355, -82.181351 26.302858))",25.6737,-80.7534,2023-03-07T23:28:43.605Z,S1A_IW_SLC__1SDV_20230307T232815_20230307T232843_047545_05B58A_1D7D-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230307T232815_20230307T232843_047545_05B58A_1D7D.zip,2023-03-07 23:28:15.666000+00:00,S1A_IW_SLC__1SDV_20230307T232815_20230307T232843_047545_05B58A_1D7D,,Sentinel-1A,4281034267,1bfcc22e4b9db5a39b78c86d665daf55,79,SENTINEL_1A_FRAME,47545,VV+VH,2023-03-07T23:28:15.666Z,C-SAR,S1A_IWDV_0078_0085_047545_048,003.52,S1A_IW_SLC__1SDV_20230307T232815_20230307T232843_047545_05B58A_1D7D.zip,IW,2023-03-07,17RMJ,2023-03-07 23:28:15.666000+00:00,2023-03-07
77,"POLYGON ((-82.507668 27.800617, -82.151535 26.167953, -79.639694 26.583729, -79.957054 28.21356, -82.507668 27.800617))",27.1972,-81.0663,2023-02-23T23:29:08.291Z,S1A_IW_SLC__1SDV_20230223T232841_20230223T232908_047370_05AF9C_1C52-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230223T232841_20230223T232908_047370_05AF9C_1C52.zip,2023-02-23 23:28:41.227000+00:00,S1A_IW_SLC__1SDV_20230223T232841_20230223T232908_047370_05AF9C_1C52,,Sentinel-1A,4384433281,90e7a4ac14ccbb4c5c9805c030bc0fb3,84,SENTINEL_1A_FRAME,47370,VV+VH,2023-02-23T23:28:41.227Z,C-SAR,S1A_IWDV_0083_0090_047370_048,003.52,S1A_IW_SLC__1SDV_20230223T232841_20230223T232908_047370_05AF9C_1C52.zip,IW,2023-02-23,17RMJ,2023-02-23 23:28:41.227000+00:00,2023-02-23
78,"POLYGON ((-82.180817 26.302769, -81.817276 24.61764, -79.339241 25.03627, -79.665848 26.718309, -82.180817 26.302769))",25.6741,-80.7529,2023-02-23T23:28:43.462Z,S1A_IW_SLC__1SDV_20230223T232815_20230223T232843_047370_05AF9C_4EFB-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230223T232815_20230223T232843_047370_05AF9C_4EFB.zip,2023-02-23 23:28:15.539000+00:00,S1A_IW_SLC__1SDV_20230223T232815_20230223T232843_047370_05AF9C_4EFB,,Sentinel-1A,4256463128,d61352b1a3b5893e2e0e1c378654bf5a,79,SENTINEL_1A_FRAME,47370,VV+VH,2023-02-23T23:28:15.539Z,C-SAR,S1A_IWDV_0078_0085_047370_048,003.52,S1A_IW_SLC__1SDV_20230223T232815_20230223T232843_047370_05AF9C_4EFB.zip,IW,2023-02-23,17RMJ,2023-02-23 23:28:15.539000+00:00,2023-02-23
81,"POLYGON ((-82.509216 27.800877, -82.153053 26.168219, -79.641212 26.584015, -79.958603 28.213842, -82.509216 27.800877))",27.1975,-81.0678,2023-02-11T23:29:08.808Z,S1A_IW_SLC__1SDV_20230211T232841_20230211T232908_047195_05A9AA_6E30-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230211T232841_20230211T232908_047195_05A9AA_6E30.zip,2023-02-11 23:28:41.745000+00:00,S1A_IW_SLC__1SDV_20230211T232841_20230211T232908_047195_05A9AA_6E30,,Sentinel-1A,4423612365,d46ec39c6a4177f5380f41ac3d8b75f3,84,SENTINEL_1A_FRAME,47195,VV+VH,2023-02-11T23:28:41.745Z,C-SAR,S1A_IWDV_0083_0090_047195_048,003.52,S1A_IW_SLC__1SDV_20230211T232841_20230211T232908_047195_05A9AA_6E30.zip,IW,2023-02-11,17RMJ,2023-02-11 23:28:41.745000+00:00,2023-02-11
82,"POLYGON ((-82.182335 26.303032, -81.818687 24.617537, -79.340668 25.03619, -79.667366 26.718596, -82.182335 26.303032))",25.6742,-80.7544,2023-02-11T23:28:43.979Z,S1A_IW_SLC__1SDV_20230211T232816_20230211T232843_047195_05A9AA_2252-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230211T232816_20230211T232843_047195_05A9AA_2252.zip,2023-02-11 23:28:16.050000+00:00,S1A_IW_SLC__1SDV_20230211T232816_20230211T232843_047195_05A9AA_2252,,Sentinel-1A,4258549928,aae0706480443a96c8ffc6cd9094186a,79,SENTINEL_1A_FRAME,47195,VV+VH,2023-02-11T23:28:16.050Z,C-SAR,S1A_IWDV_0078_0085_047195_048,003.52,S1A_IW_SLC__1SDV_20230211T232816_20230211T232843_047195_05A9AA_2252.zip,IW,2023-02-11,17RMJ,2023-02-11 23:28:16.050000+00:00,2023-02-11
85,"POLYGON ((-82.508896 27.800636, -82.152802 26.168219, -79.641037 26.583967, -79.958359 28.213556, -82.508896 27.800636))",27.1973,-81.0676,2023-01-30T23:29:09.377Z,S1A_IW_SLC__1SDV_20230130T232842_20230130T232909_047020_05A3D6_0D57-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230130T232842_20230130T232909_047020_05A3D6_0D57.zip,2023-01-30 23:28:42.318000+00:00,S1A_IW_SLC__1SDV_20230130T232842_20230130T232909_047020_05A3D6_0D57,,Sentinel-1A,4379636938,9c4b444a9aff8ebe61dbd09d883b5ef4,84,SENTINEL_1A_FRAME,47020,VV+VH,2023-01-30T23:28:42.318Z,C-SAR,S1A_IWDV_0083_0090_047020_048,003.52,S1A_IW_SLC__1SDV_20230130T232842_20230130T232909_047020_05A3D6_0D57.zip,IW,2023-01-30,17RMJ,2023-01-30 23:28:42.318000+00:00,2023-01-30
86,"POLYGON ((-82.182083 26.303032, -81.818634 24.618397, -79.340744 25.036991, -79.667259 26.718538, -82.182083 26.303032))",25.6746,-80.7543,2023-01-30T23:28:44.552Z,S1A_IW_SLC__1SDV_20230130T232816_20230130T232844_047020_05A3D6_65B6-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230130T232816_20230130T232844_047020_05A3D6_65B6.zip,2023-01-30 23:28:16.638000+00:00,S1A_IW_SLC__1SDV_20230130T232816_20230130T232844_047020_05A3D6_65B6,,Sentinel-1A,4269974882,5e3d2af82262e2f57f6d599afb0b089f,79,SENTINEL_1A_FRAME,47020,VV+VH,2023-01-30T23:28:16.638Z,C-SAR,S1A_IWDV_0078_0085_047020_048,003.52,S1A_IW_SLC__1SDV_20230130T232816_20230130T232844_047020_05A3D6_65B6.zip,IW,2023-01-30,17RMJ,2023-01-30 23:28:16.638000+00:00,2023-01-30
89,"POLYGON ((-82.492775 27.742413, -82.138176 26.11618, -79.629776 26.531691, -79.945892 28.1551, -82.492775 27.742413))",27.1421,-81.0539,2023-01-18T23:29:07.971Z,S1A_IW_SLC__1SDV_20230118T232841_20230118T232907_046845_059DF1_1355-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230118T232841_20230118T232907_046845_059DF1_1355.zip,2023-01-18 23:28:41.014000+00:00,S1A_IW_SLC__1SDV_20230118T232841_20230118T232907_046845_059DF1_1355,,Sentinel-1A,4383969006,65e8f1ed6bad7cfda6d3f544f6cb31b4,84,SENTINEL_1A_FRAME,46845,VV+VH,2023-01-18T23:28:41.014Z,C-SAR,S1A_IWDV_0083_0090_046845_048,003.52,S1A_IW_SLC__1SDV_20230118T232841_20230118T232907_046845_059DF1_1355.zip,IW,2023-01-18,17RMJ,2023-01-18 23:28:41.014000+00:00,2023-01-18
90,"POLYGON ((-82.166115 26.244793, -81.815262 24.618212, -79.339485 25.036476, -79.654762 26.660076, -82.166115 26.244793))",25.6452,-80.7461,2023-01-18T23:28:43.146Z,S1A_IW_SLC__1SDV_20230118T232816_20230118T232843_046845_059DF1_19F7-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230118T232816_20230118T232843_046845_059DF1_19F7.zip,2023-01-18 23:28:16.193000+00:00,S1A_IW_SLC__1SDV_20230118T232816_20230118T232843_046845_059DF1_19F7,,Sentinel-1A,4111157022,f34bd2b5a5fa8b341ff6c9ea8ba521ef,79,SENTINEL_1A_FRAME,46845,VV+VH,2023-01-18T23:28:16.193Z,C-SAR,S1A_IWDV_0079_0084_046845_048,003.52,S1A_IW_SLC__1SDV_20230118T232816_20230118T232843_046845_059DF1_19F7.zip,IW,2023-01-18,17RMJ,2023-01-18 23:28:16.193000+00:00,2023-01-18
93,"POLYGON ((-82.507965 27.800579, -82.151817 26.167791, -79.639969 26.583523, -79.957336 28.21348, -82.507965 27.800579))",27.1971,-81.0666,2023-01-06T23:29:10.031Z,S1A_IW_SLC__1SDV_20230106T232842_20230106T232910_046670_059803_F9B9-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230106T232842_20230106T232910_046670_059803_F9B9.zip,2023-01-06 23:28:42.966000+00:00,S1A_IW_SLC__1SDV_20230106T232842_20230106T232910_046670_059803_F9B9,,Sentinel-1A,4391051266,7afb2eeee1c380cfdbf02d5136ed505e,84,SENTINEL_1A_FRAME,46670,VV+VH,2023-01-06T23:28:42.966Z,C-SAR,S1A_IWDV_0083_0090_046670_048,003.52,S1A_IW_SLC__1SDV_20230106T232842_20230106T232910_046670_059803_F9B9.zip,IW,2023-01-06,17RMJ,2023-01-06 23:28:42.966000+00:00,2023-01-06
94,"POLYGON ((-82.181122 26.302729, -81.817734 24.618219, -79.339714 25.036802, -79.666176 26.718224, -82.181122 26.302729))",25.6744,-80.7533,2023-01-06T23:28:45.202Z,S1A_IW_SLC__1SDV_20230106T232817_20230106T232845_046670_059803_F514-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20230106T232817_20230106T232845_046670_059803_F514.zip,2023-01-06 23:28:17.290000+00:00,S1A_IW_SLC__1SDV_20230106T232817_20230106T232845_046670_059803_F514,,Sentinel-1A,4341116134,acac6295136cb8ffd97b8eecfcb4fe91,79,SENTINEL_1A_FRAME,46670,VV+VH,2023-01-06T23:28:17.290Z,C-SAR,S1A_IWDV_0078_0085_046670_048,003.52,S1A_IW_SLC__1SDV_20230106T232817_20230106T232845_046670_059803_F514.zip,IW,2023-01-06,17RMJ,2023-01-06 23:28:17.290000+00:00,2023-01-06
97,"POLYGON ((-82.507767 27.800341, -82.151711 26.168051, -79.639847 26.583803, -79.95713 28.213263, -82.507767 27.800341))",27.1971,-81.0664,2022-12-25T23:29:10.415Z,S1A_IW_SLC__1SDV_20221225T232843_20221225T232910_046495_059223_66F8-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221225T232843_20221225T232910_046495_059223_66F8.zip,2022-12-25 23:28:43.358000+00:00,S1A_IW_SLC__1SDV_20221225T232843_20221225T232910_046495_059223_66F8,,Sentinel-1A,4380312010,522dd2847451293860032f444ae621cf,84,SENTINEL_1A_FRAME,46495,VV+VH,2022-12-25T23:28:43.358Z,C-SAR,S1A_IWDV_0083_0090_046495_048,003.52,S1A_IW_SLC__1SDV_20221225T232843_20221225T232910_046495_059223_66F8.zip,IW,2022-12-25,17RMJ,2022-12-25 23:28:43.358000+00:00,2022-12-25
98,"POLYGON ((-82.180962 26.30274, -81.817444 24.617737, -79.339432 25.036341, -79.666008 26.718254, -82.180962 26.30274))",25.6741,-80.7531,2022-12-25T23:28:45.590Z,S1A_IW_SLC__1SDV_20221225T232817_20221225T232845_046495_059223_178F-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221225T232817_20221225T232845_046495_059223_178F.zip,2022-12-25 23:28:17.670000+00:00,S1A_IW_SLC__1SDV_20221225T232817_20221225T232845_046495_059223_178F,,Sentinel-1A,4318270003,b923a3c72fc1b274b24e9f559633a61a,79,SENTINEL_1A_FRAME,46495,VV+VH,2022-12-25T23:28:17.670Z,C-SAR,S1A_IWDV_0078_0085_046495_048,003.52,S1A_IW_SLC__1SDV_20221225T232817_20221225T232845_046495_059223_178F.zip,IW,2022-12-25,17RMJ,2022-12-25 23:28:17.670000+00:00,2022-12-25
101,"POLYGON ((-82.508514 27.800409, -82.152283 26.167374, -79.640495 26.583139, -79.957947 28.213343, -82.508514 27.800409))",27.1968,-81.0671,2022-12-13T23:29:11.219Z,S1A_IW_SLC__1SDV_20221213T232844_20221213T232911_046320_058C2E_2E7E-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221213T232844_20221213T232911_046320_058C2E_2E7E.zip,2022-12-13 23:28:44.149000+00:00,S1A_IW_SLC__1SDV_20221213T232844_20221213T232911_046320_058C2E_2E7E,,Sentinel-1A,4474990251,e4dd01edebee26c2d928fb22ce2b20ac,84,SENTINEL_1A_FRAME,46320,VV+VH,2022-12-13T23:28:44.149Z,C-SAR,S1A_IWDV_0083_0090_046320_048,003.52,S1A_IW_SLC__1SDV_20221213T232844_20221213T232911_046320_058C2E_2E7E.zip,IW,2022-12-13,17RMJ,2022-12-13 23:28:44.149000+00:00,2022-12-13
102,"POLYGON ((-82.181618 26.302435, -81.818054 24.617308, -79.340118 25.035925, -79.666733 26.717964, -82.181618 26.302435))",25.6738,-80.7537,2022-12-13T23:28:46.388Z,S1A_IW_SLC__1SDV_20221213T232818_20221213T232846_046320_058C2E_C001-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221213T232818_20221213T232846_046320_058C2E_C001.zip,2022-12-13 23:28:18.465000+00:00,S1A_IW_SLC__1SDV_20221213T232818_20221213T232846_046320_058C2E_C001,,Sentinel-1A,4194895922,9b75758f91a1f66784afd656710bbdca,79,SENTINEL_1A_FRAME,46320,VV+VH,2022-12-13T23:28:18.465Z,C-SAR,S1A_IWDV_0078_0085_046320_048,003.52,S1A_IW_SLC__1SDV_20221213T232818_20221213T232846_046320_058C2E_C001.zip,IW,2022-12-13,17RMJ,2022-12-13 23:28:18.465000+00:00,2022-12-13
105,"POLYGON ((-82.508942 27.80097, -82.152763 26.168314, -79.640915 26.584114, -79.958313 28.21394, -82.508942 27.80097))",27.1976,-81.0675,2022-12-01T23:29:11.828Z,S1A_IW_SLC__1SDV_20221201T232844_20221201T232911_046145_05862D_6ADF-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221201T232844_20221201T232911_046145_05862D_6ADF.zip,2022-12-01 23:28:44.764000+00:00,S1A_IW_SLC__1SDV_20221201T232844_20221201T232911_046145_05862D_6ADF,,Sentinel-1A,4496811074,31a76356574e30a5050013d8b5f8f8a7,84,SENTINEL_1A_FRAME,46145,VV+VH,2022-12-01T23:28:44.764Z,C-SAR,S1A_IWDV_0083_0090_046145_048,003.52,S1A_IW_SLC__1SDV_20221201T232844_20221201T232911_046145_05862D_6ADF.zip,IW,2022-12-01,17RMJ,2022-12-01 23:28:44.764000+00:00,2022-12-01
106,"POLYGON ((-82.182076 26.303251, -81.818604 24.618626, -79.340584 25.037275, -79.66713 26.718813, -82.182076 26.303251))",25.6749,-80.7542,2022-12-01T23:28:47.001Z,S1A_IW_SLC__1SDV_20221201T232819_20221201T232847_046145_05862D_741E-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221201T232819_20221201T232847_046145_05862D_741E.zip,2022-12-01 23:28:19.086000+00:00,S1A_IW_SLC__1SDV_20221201T232819_20221201T232847_046145_05862D_741E,,Sentinel-1A,4482144476,0b105dfdca797a33f63b25d823b4e1f1,79,SENTINEL_1A_FRAME,46145,VV+VH,2022-12-01T23:28:19.086Z,C-SAR,S1A_IWDV_0078_0085_046145_048,003.52,S1A_IW_SLC__1SDV_20221201T232819_20221201T232847_046145_05862D_741E.zip,IW,2022-12-01,17RMJ,2022-12-01 23:28:19.086000+00:00,2022-12-01
109,"POLYGON ((-82.509239 27.799858, -82.153122 26.167322, -79.641273 26.583105, -79.958626 28.212811, -82.509239 27.799858))",27.1965,-81.0679,2022-11-19T23:29:12.561Z,S1A_IW_SLC__1SDV_20221119T232845_20221119T232912_045970_05803A_8412-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221119T232845_20221119T232912_045970_05803A_8412.zip,2022-11-19 23:28:45.499000+00:00,S1A_IW_SLC__1SDV_20221119T232845_20221119T232912_045970_05803A_8412,,Sentinel-1A,4445410149,02a79928a264bc243eb089c6285287bd,84,SENTINEL_1A_FRAME,45970,VV+VH,2022-11-19T23:28:45.499Z,C-SAR,S1A_IWDV_0083_0090_045970_048,003.52,S1A_IW_SLC__1SDV_20221119T232845_20221119T232912_045970_05803A_8412.zip,IW,2022-11-19,17RMJ,2022-11-19 23:28:45.499000+00:00,2022-11-19
110,"POLYGON ((-82.182396 26.302135, -81.818977 24.61763, -79.340965 25.036263, -79.667465 26.71768, -82.182396 26.302135))",25.6738,-80.7545,2022-11-19T23:28:47.734Z,S1A_IW_SLC__1SDV_20221119T232819_20221119T232847_045970_05803A_B648-SLC,ASCENDING,48,SLC,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20221119T232819_20221119T232847_045970_05803A_B648.zip,2022-11-19 23:28:19.821000+00:00,S1A_IW_SLC__1SDV_20221119T232819_20221119T232847_045970_05803A_B648,,Sentinel-1A,4448648106,4d26ea73f7648003a8ce40bf5cbe518a,79,SENTINEL_1A_FRAME,45970,VV+VH,2022-11-19T23:28:19.821Z,C-SAR,S1A_IWDV_0078_0085_045970_048,003.52,S1A_IW_SLC__1SDV_20221119T232819_20221119T232847_045970_05803A_B648.zip,IW,2022-11-19,17RMJ,2022-11-19 23:28:19.821000+00:00,2022-11-19
