,geometry,centerLat,centerLon,stopTime,fileID,flightDirection,pathNumber,processingLevel,url,startTime,sceneName,browse,platform,bytes,md5sum,frameNumber,granuleType,orbit,polarization,processingDate,sensor,groupID,pgeVersion,fileName,beamModeType,date_str,mgrs_tile_id,acq_dt,acq_date
10,"POLYGON ((-109.730385 56.9501, -109.048958 58.609043, -113.394562 59.02615, -113.877411 57.36031, -109.730385 56.9501))",58.0044,-111.5046,2017-09-06T13:45:18.878Z,S1B_IW_SLC__1SDV_20170906T134450_20170906T134518_007272_00CD33_E733-SLC,DESCENDING,71,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170906T134450_20170906T134518_007272_00CD33_E733.zip,2017-09-06 13:44:50.966000+00:00,S1B_IW_SLC__1SDV_20170906T134450_20170906T134518_007272_00CD33_E733,,Sentinel-1B,4661164589,8b8fb569eae61140a38de953b287c311,399,SENTINEL_1B_FRAME,7272,VV+VH,2017-09-06T13:44:50.966Z,C-SAR,S1B_IWDV_0399_0404_007272_071,002.84,S1B_IW_SLC__1SDV_20170906T134450_20170906T134518_007272_00CD33_E733.zip,IW,2017-09-06,12VVK,2017-09-06 13:44:50.966000+00:00,2017-09-06
11,"POLYGON ((-109.730537 56.949795, -109.049095 58.608616, -113.394539 59.025764, -113.877426 57.36005, -109.730537 56.949795))",58.004,-111.5046,2017-07-20T13:45:16.720Z,S1B_IW_SLC__1SDV_20170720T134448_20170720T134516_006572_00B8ED_0600-SLC,DESCENDING,71,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170720T134448_20170720T134516_006572_00B8ED_0600.zip,2017-07-20 13:44:48.809000+00:00,S1B_IW_SLC__1SDV_20170720T134448_20170720T134516_006572_00B8ED_0600,,Sentinel-1B,4763252384,c208697bdba561db6c65d9d05cde9a75,399,SENTINEL_1B_FRAME,6572,VV+VH,2017-07-20T13:44:48.809Z,C-SAR,S1B_IWDV_0399_0404_006572_071,002.82,S1B_IW_SLC__1SDV_20170720T134448_20170720T134516_006572_00B8ED_0600.zip,IW,2017-07-20,12VVK,2017-07-20 13:44:48.809000+00:00,2017-07-20
12,"POLYGON ((-109.730865 56.95079, -109.049622 58.609253, -113.395187 59.026348, -113.877899 57.360992, -109.730865 56.95079))",58.0048,-111.5051,2017-07-08T13:45:15.874Z,S1B_IW_SLC__1SDV_20170708T134447_20170708T134515_006397_00B3EE_86AF-SLC,DESCENDING,71,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170708T134447_20170708T134515_006397_00B3EE_86AF.zip,2017-07-08 13:44:47.970000+00:00,S1B_IW_SLC__1SDV_20170708T134447_20170708T134515_006397_00B3EE_86AF,,Sentinel-1B,4801642720,a00db7efe4331250e81e79e64db2e865,399,SENTINEL_1B_FRAME,6397,VV+VH,2017-07-08T13:44:47.970Z,C-SAR,S1B_IWDV_0399_0404_006397_071,002.82,S1B_IW_SLC__1SDV_20170708T134447_20170708T134515_006397_00B3EE_86AF.zip,IW,2017-07-08,12VVK,2017-07-08 13:44:47.970000+00:00,2017-07-08
13,"POLYGON ((-109.730247 56.950394, -109.048889 58.609097, -113.394463 59.026218, -113.877274 57.360622, -109.730247 56.950394))",58.0045,-111.5044,2017-06-26T13:45:15.215Z,S1B_IW_SLC__1SDV_20170626T134447_20170626T134515_006222_00AEFA_34D2-SLC,DESCENDING,71,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170626T134447_20170626T134515_006222_00AEFA_34D2.zip,2017-06-26 13:44:47.306000+00:00,S1B_IW_SLC__1SDV_20170626T134447_20170626T134515_006222_00AEFA_34D2,,Sentinel-1B,4799835555,1f7d21dfb5922ae9aa31549b34563b25,399,SENTINEL_1B_FRAME,6222,VV+VH,2017-06-26T13:44:47.306Z,C-SAR,S1B_IWDV_0399_0404_006222_071,002.82,S1B_IW_SLC__1SDV_20170626T134447_20170626T134515_006222_00AEFA_34D2.zip,IW,2017-06-26,12VVK,2017-06-26 13:44:47.306000+00:00,2017-06-26
14,"POLYGON ((-109.729935 56.950104, -109.048447 58.608921, -113.393982 59.026096, -113.876907 57.360382, -109.729935 56.950104))",58.0043,-111.504,2017-06-14T13:45:14.617Z,S1B_IW_SLC__1SDV_20170614T134446_20170614T134514_006047_00A9E4_DDF6-SLC,DESCENDING,71,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170614T134446_20170614T134514_006047_00A9E4_DDF6.zip,2017-06-14 13:44:46.706000+00:00,S1B_IW_SLC__1SDV_20170614T134446_20170614T134514_006047_00A9E4_DDF6,,Sentinel-1B,4815538442,fb463c20c35714de582207ced8f4f98e,399,SENTINEL_1B_FRAME,6047,VV+VH,2017-06-14T13:44:46.706Z,C-SAR,S1B_IWDV_0399_0404_006047_071,002.82,S1B_IW_SLC__1SDV_20170614T134446_20170614T134514_006047_00A9E4_DDF6.zip,IW,2017-06-14,12VVK,2017-06-14 13:44:46.706000+00:00,2017-06-14
15,"POLYGON ((-109.72802 56.950489, -109.046471 58.609299, -113.392059 59.026524, -113.875038 57.360813, -109.72802 56.950489))",58.0047,-111.5021,2017-06-02T13:45:13.729Z,S1B_IW_SLC__1SDV_20170602T134445_20170602T134513_005872_00A4BE_A5BA-SLC,DESCENDING,71,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170602T134445_20170602T134513_005872_00A4BE_A5BA.zip,2017-06-02 13:44:45.819000+00:00,S1B_IW_SLC__1SDV_20170602T134445_20170602T134513_005872_00A4BE_A5BA,,Sentinel-1B,4789529443,c5d685398d605d794fe8c9faa23f09b3,399,SENTINEL_1B_FRAME,5872,VV+VH,2017-06-02T13:44:45.819Z,C-SAR,S1B_IWDV_0399_0404_005872_071,002.82,S1B_IW_SLC__1SDV_20170602T134445_20170602T134513_005872_00A4BE_A5BA.zip,IW,2017-06-02,12VVK,2017-06-02 13:44:45.819000+00:00,2017-06-02
16,"POLYGON ((-109.730751 56.950272, -109.049339 58.608967, -113.394859 59.026115, -113.877716 57.360523, -109.730751 56.950272))",58.0044,-111.5049,2017-05-21T13:45:13.169Z,S1B_IW_SLC__1SDV_20170521T134445_20170521T134513_005697_009FB1_A2ED-SLC,DESCENDING,71,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20170521T134445_20170521T134513_005697_009FB1_A2ED.zip,2017-05-21 13:44:45.260000+00:00,S1B_IW_SLC__1SDV_20170521T134445_20170521T134513_005697_009FB1_A2ED,,Sentinel-1B,4768819338,30bcbfa57bf0a042af2237401ef0dcdd,399,SENTINEL_1B_FRAME,5697,VV+VH,2017-05-21T13:44:45.260Z,C-SAR,S1B_IWDV_0399_0404_005697_071,002.82,S1B_IW_SLC__1SDV_20170521T134445_20170521T134513_005697_009FB1_A2ED.zip,IW,2017-05-21,12VVK,2017-05-21 13:44:45.260000+00:00,2017-05-21
17,"POLYGON ((-109.731483 56.950207, -109.050087 58.609032, -113.395615 59.026142, -113.878441 57.36042, -109.731483 56.950207))",58.0044,-111.5056,2017-05-09T13:45:12.521Z,S1B_IW_SLC__1SSV_20170509T134444_20170509T134512_005522_009ACC_8184-SLC,DESCENDING,71,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SSV_20170509T134444_20170509T134512_005522_009ACC_8184.zip,2017-05-09 13:44:44.611000+00:00,S1B_IW_SLC__1SSV_20170509T134444_20170509T134512_005522_009ACC_8184,,Sentinel-1B,2544344465,7ec4873aa6e97c0ce5069d622498e610,399,SENTINEL_1B_FRAME,5522,VV,2017-05-09T13:44:44.611Z,C-SAR,S1B_IWSV_0399_0404_005522_071,002.82,S1B_IW_SLC__1SSV_20170509T134444_20170509T134512_005522_009ACC_8184.zip,IW,2017-05-09,12VVK,2017-05-09 13:44:44.611000+00:00,2017-05-09
18,"POLYGON ((-109.10157 58.474022, -108.321671 60.244991, -112.887924 60.670738, -113.432121 58.890827, -109.10157 58.474022))",59.5894,-110.9277,2018-09-25T13:45:00.627Z,S1B_IW_SLC__1SDV_20180925T134430_20180925T134500_012872_017C51_06F7-SLC,DESCENDING,71,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180925T134430_20180925T134500_012872_017C51_06F7.zip,2018-09-25 13:44:30.782000+00:00,S1B_IW_SLC__1SDV_20180925T134430_20180925T134500_012872_017C51_06F7,,Sentinel-1B,4762710351,53d448fb1e0f61cafa81ef64abbf5454,393,SENTINEL_1B_FRAME,12872,VV+VH,2018-09-25T13:44:30.782Z,C-SAR,S1B_IWDV_0393_0400_012872_071,002.91,S1B_IW_SLC__1SDV_20180925T134430_20180925T134500_012872_017C51_06F7.zip,IW,2018-09-25,12VVL,2018-09-25 13:44:30.782000+00:00,2018-09-25
19,"POLYGON ((-109.101585 58.473965, -108.32164 60.244934, -112.887756 60.6707, -113.432007 58.890785, -109.101585 58.473965))",59.5893,-110.9276,2018-09-13T13:45:00.408Z,S1B_IW_SLC__1SDV_20180913T134430_20180913T134500_012697_0176EB_1E26-SLC,DESCENDING,71,SLC,https://datapool.asf.alaska.edu/SLC/SB/S1B_IW_SLC__1SDV_20180913T134430_20180913T134500_012697_0176EB_1E26.zip,2018-09-13 13:44:30.564000+00:00,S1B_IW_SLC__1SDV_20180913T134430_20180913T134500_012697_0176EB_1E26,,Sentinel-1B,4843898211,eda829248b668ae429bca106dbb1026e,393,SENTINEL_1B_FRAME,12697,VV+VH,2018-09-13T13:44:30.564Z,C-SAR,S1B_IWDV_0393_0400_012697_071,002.91,S1B_IW_SLC__1SDV_20180913T134430_20180913T134500_012697_0176EB_1E26.zip,IW,2018-09-13,12VVL,2018-09-13 13:44:30.564000+00:00,2018-09-13
