,dswx_s1_id,rtc_id,vh_url,vv_url
20,OPERA_L3_DSWx-S1_T42QYM_20230429T011016Z_20240502T151502Z_S1A_30_v0.1,OPERA_L2_RTC-S1_T107-228610-IW3_20230429T011015Z_20240419T004322Z_S1A_30_v1.0,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228610-IW3_20230429T011015Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228610-IW3_20230429T011015Z_20240419T004322Z_S1A_30_v1.0_VH.tif,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228610-IW3_20230429T011015Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228610-IW3_20230429T011015Z_20240419T004322Z_S1A_30_v1.0_VV.tif
21,OPERA_L3_DSWx-S1_T42QYM_20230429T011016Z_20240502T151502Z_S1A_30_v0.1,OPERA_L2_RTC-S1_T107-228610-IW1_20230429T011013Z_20240419T004322Z_S1A_30_v1.0,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228610-IW1_20230429T011013Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228610-IW1_20230429T011013Z_20240419T004322Z_S1A_30_v1.0_VH.tif,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228610-IW1_20230429T011013Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228610-IW1_20230429T011013Z_20240419T004322Z_S1A_30_v1.0_VV.tif
22,OPERA_L3_DSWx-S1_T42QYM_20230429T011016Z_20240502T151502Z_S1A_30_v0.1,OPERA_L2_RTC-S1_T107-228609-IW2_20230429T011012Z_20240419T004322Z_S1A_30_v1.0,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228609-IW2_20230429T011012Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228609-IW2_20230429T011012Z_20240419T004322Z_S1A_30_v1.0_VH.tif,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228609-IW2_20230429T011012Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228609-IW2_20230429T011012Z_20240419T004322Z_S1A_30_v1.0_VV.tif
23,OPERA_L3_DSWx-S1_T42QYM_20230429T011016Z_20240502T151502Z_S1A_30_v0.1,OPERA_L2_RTC-S1_T107-228608-IW3_20230429T011010Z_20240419T004322Z_S1A_30_v1.0,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228608-IW3_20230429T011010Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228608-IW3_20230429T011010Z_20240419T004322Z_S1A_30_v1.0_VH.tif,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228608-IW3_20230429T011010Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228608-IW3_20230429T011010Z_20240419T004322Z_S1A_30_v1.0_VV.tif
24,OPERA_L3_DSWx-S1_T42QYM_20230429T011016Z_20240502T151502Z_S1A_30_v0.1,OPERA_L2_RTC-S1_T107-228613-IW2_20230429T011023Z_20240419T004249Z_S1A_30_v1.0,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228613-IW2_20230429T011023Z_20240419T004249Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228613-IW2_20230429T011023Z_20240419T004249Z_S1A_30_v1.0_VH.tif,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228613-IW2_20230429T011023Z_20240419T004249Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228613-IW2_20230429T011023Z_20240419T004249Z_S1A_30_v1.0_VV.tif
25,OPERA_L3_DSWx-S1_T42QYM_20230429T011016Z_20240502T151502Z_S1A_30_v0.1,OPERA_L2_RTC-S1_T107-228617-IW1_20230429T011033Z_20240419T004249Z_S1A_30_v1.0,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228617-IW1_20230429T011033Z_20240419T004249Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228617-IW1_20230429T011033Z_20240419T004249Z_S1A_30_v1.0_VH.tif,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228617-IW1_20230429T011033Z_20240419T004249Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228617-IW1_20230429T011033Z_20240419T004249Z_S1A_30_v1.0_VV.tif
26,OPERA_L3_DSWx-S1_T42QYM_20230429T011016Z_20240502T151502Z_S1A_30_v0.1,OPERA_L2_RTC-S1_T107-228612-IW3_20230429T011021Z_20240419T004249Z_S1A_30_v1.0,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228612-IW3_20230429T011021Z_20240419T004249Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228612-IW3_20230429T011021Z_20240419T004249Z_S1A_30_v1.0_VH.tif,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228612-IW3_20230429T011021Z_20240419T004249Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228612-IW3_20230429T011021Z_20240419T004249Z_S1A_30_v1.0_VV.tif
27,OPERA_L3_DSWx-S1_T42QYM_20230429T011016Z_20240502T151502Z_S1A_30_v0.1,OPERA_L2_RTC-S1_T107-228611-IW2_20230429T011017Z_20240419T004322Z_S1A_30_v1.0,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228611-IW2_20230429T011017Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228611-IW2_20230429T011017Z_20240419T004322Z_S1A_30_v1.0_VH.tif,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228611-IW2_20230429T011017Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228611-IW2_20230429T011017Z_20240419T004322Z_S1A_30_v1.0_VV.tif
28,OPERA_L3_DSWx-S1_T42QYM_20230429T011016Z_20240502T151502Z_S1A_30_v0.1,OPERA_L2_RTC-S1_T107-228611-IW3_20230429T011018Z_20240419T004322Z_S1A_30_v1.0,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228611-IW3_20230429T011018Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228611-IW3_20230429T011018Z_20240419T004322Z_S1A_30_v1.0_VH.tif,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228611-IW3_20230429T011018Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228611-IW3_20230429T011018Z_20240419T004322Z_S1A_30_v1.0_VV.tif
29,OPERA_L3_DSWx-S1_T42QYM_20230429T011016Z_20240502T151502Z_S1A_30_v0.1,OPERA_L2_RTC-S1_T107-228606-IW1_20230429T011002Z_20240419T004322Z_S1A_30_v1.0,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228606-IW1_20230429T011002Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228606-IW1_20230429T011002Z_20240419T004322Z_S1A_30_v1.0_VH.tif,https://opera-pst-rs-pop1.s3.us-west-2.amazonaws.com/products/RTC_S1/OPERA_L2_RTC-S1_T107-228606-IW1_20230429T011002Z_20240419T004322Z_S1A_30_v1.0/OPERA_L2_RTC-S1_T107-228606-IW1_20230429T011002Z_20240419T004322Z_S1A_30_v1.0_VV.tif
